"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Afternoon workout 💪","17 Dec 2022, 17:34","17 Dec 2022, 18:46","Bros workout","Bicep Curl (Dumbbell)",,"Cbum pump",0,"normal",25,20,,,
"Afternoon workout 💪","17 Dec 2022, 17:34","17 Dec 2022, 18:46","Bros workout","Triceps Extension (Dumbbell)",,"",0,"normal",20,20,,,
"Evening workout 🏋️","14 Dec 2022, 17:49","14 Dec 2022, 19:20","","Bicep Curl (Dumbbell)",,"",0,"normal",30,10,,,
"Evening workout 🏋️","14 Dec 2022, 17:49","14 Dec 2022, 19:20","","Bicep Curl (Dumbbell)",,"",1,"normal",30,10,,,
"Evening workout 🏋️","14 Dec 2022, 17:49","14 Dec 2022, 19:20","","Bicep Curl (Dumbbell)",,"",2,"normal",30,7,,,
"Evening workout 🏋️","14 Dec 2022, 17:49","14 Dec 2022, 19:20","","Bicep Curl (Dumbbell)",,"",3,"normal",30,4,,,
"Evening workout 🏋️","14 Dec 2022, 17:49","14 Dec 2022, 19:20","","Hammer Curl (Dumbbell)",,"",0,"normal",25,10,,,
"Evening workout 🏋️","14 Dec 2022, 17:49","14 Dec 2022, 19:20","","Hammer Curl (Dumbbell)",,"",1,"normal",25,8,,,
"Evening workout 🏋️","14 Dec 2022, 17:49","14 Dec 2022, 19:20","","Hammer Curl (Dumbbell)",,"",2,"normal",25,7,,,
"Evening workout 🏋️","14 Dec 2022, 17:49","14 Dec 2022, 19:20","","Hammer Curl (Dumbbell)",,"",3,"normal",25,7,,,
"Evening workout 🏋️","14 Dec 2022, 17:49","14 Dec 2022, 19:20","","Triceps Extension (Dumbbell)",,"",0,"normal",22.5,10,,,
"Evening workout 🏋️","14 Dec 2022, 17:49","14 Dec 2022, 19:20","","Triceps Extension (Dumbbell)",,"",1,"normal",22.5,12,,,
"Evening workout 🏋️","14 Dec 2022, 17:49","14 Dec 2022, 19:20","","Triceps Extension (Dumbbell)",,"",2,"normal",22.5,10,,,
"Evening workout 🏋️","14 Dec 2022, 17:49","14 Dec 2022, 19:20","","Triceps Extension (Dumbbell)",,"",3,"normal",22.5,7,,,
"Evening workout 🏋️","14 Dec 2022, 17:49","14 Dec 2022, 19:20","","Lateral Raise (Dumbbell)",,"",0,"normal",20,15,,,
"Evening workout 🏋️","14 Dec 2022, 17:49","14 Dec 2022, 19:20","","Lateral Raise (Dumbbell)",,"",1,"normal",20,15,,,
"Evening workout 🏋️","14 Dec 2022, 17:49","14 Dec 2022, 19:20","","Lateral Raise (Dumbbell)",,"",2,"normal",20,15,,,
"Evening workout 🏋️","14 Dec 2022, 17:49","14 Dec 2022, 19:20","","Front Raise (Dumbbell)",,"",0,"normal",20,15,,,
"Evening workout 🏋️","14 Dec 2022, 17:49","14 Dec 2022, 19:20","","Front Raise (Dumbbell)",,"",1,"normal",20,15,,,
"Evening workout 🏋️","14 Dec 2022, 17:49","14 Dec 2022, 19:20","","Front Raise (Dumbbell)",,"",2,"normal",20,15,,,
"Evening workout 🏋️","14 Dec 2022, 17:49","14 Dec 2022, 19:20","","Shoulder Press (Dumbbell)",,"",0,"normal",25,10,,,
"Evening workout 🏋️","14 Dec 2022, 17:49","14 Dec 2022, 19:20","","Shoulder Press (Dumbbell)",,"",1,"normal",25,10,,,
"Evening workout 🏋️","14 Dec 2022, 17:49","14 Dec 2022, 19:20","","Triceps Pushdown",,"",0,"normal",12.5,20,,,
"Evening workout 🏋️","14 Dec 2022, 17:49","14 Dec 2022, 19:20","","Triceps Pushdown",,"",1,"normal",19.5,10,,,
"Evening workout 🏋️","14 Dec 2022, 17:49","14 Dec 2022, 19:20","","Triceps Pushdown",,"",2,"normal",23.4,10,,,
"Evening workout 🏋️","14 Dec 2022, 17:49","14 Dec 2022, 19:20","","Triceps Pushdown",,"",3,"normal",21.5,14,,,
"Evening workout 🏋️","14 Dec 2022, 17:49","14 Dec 2022, 19:20","","Triceps Pushdown",,"",4,"normal",21.6,14,,,
"Evening workout 🏋️","14 Dec 2022, 17:49","14 Dec 2022, 19:20","","Triceps Extension (Cable)",,"",0,"normal",7.9,10,,,
"Evening workout 🏋️","14 Dec 2022, 17:49","14 Dec 2022, 19:20","","Triceps Extension (Cable)",,"",1,"normal",7.9,6,,,
"Evening workout 🏋️","14 Dec 2022, 17:49","14 Dec 2022, 19:20","","Triceps Extension (Cable)",,"",2,"normal",5.7,10,,,
"Evening workout 🏋️","14 Dec 2022, 17:49","14 Dec 2022, 19:20","","Triceps Extension (Cable)",,"",3,"normal",5.7,10,,,
"Evening workout 🏋️","14 Dec 2022, 17:49","14 Dec 2022, 19:20","","Bicep Curl (Dumbbell)",,"",0,"normal",15,20,,,
"Evening workout 🏋️","14 Dec 2022, 17:49","14 Dec 2022, 19:20","","Bicep Curl (Dumbbell)",,"",1,"normal",15,14,,,
"Evening workout 🏋️","14 Dec 2022, 17:49","14 Dec 2022, 19:20","","Hammer Curl (Dumbbell)",,"",0,"normal",15,12,,,
"Evening workout 🏋️","14 Dec 2022, 17:49","14 Dec 2022, 19:20","","Hammer Curl (Dumbbell)",,"",1,"normal",15,12,,,
"Evening workout 🏋️","14 Dec 2022, 17:49","14 Dec 2022, 19:20","","Skullcrusher (Dumbbell)",,"",0,"normal",20,10,,,
"Evening workout 🏋️","14 Dec 2022, 17:49","14 Dec 2022, 19:20","","Skullcrusher (Dumbbell)",,"",1,"normal",20,10,,,
"Evening workout 🏋️","14 Dec 2022, 17:49","14 Dec 2022, 19:20","","Skullcrusher (Dumbbell)",,"",2,"normal",20,8,,,
"Evening workout 🏋️","14 Dec 2022, 17:49","14 Dec 2022, 19:20","","Standing Wrist Curl",,"",0,"normal",15,10,,,
"Evening workout 🏋️","14 Dec 2022, 17:49","14 Dec 2022, 19:20","","Standing Wrist Curl",,"",1,"normal",15,10,,,
"Evening workout 🏋️","14 Dec 2022, 17:49","14 Dec 2022, 19:20","","Standing Wrist Curl",,"",2,"normal",15,10,,,
"Evening workout 🏋️","14 Dec 2022, 17:49","14 Dec 2022, 19:20","","Standing Wrist Curl",,"",3,"normal",15,10,,,
"Evening workout 🏋️","14 Dec 2022, 17:49","14 Dec 2022, 19:20","","Behind the Back Bicep Wrist Curl (Barbell)",,"",0,"normal",15,10,,,
"Evening workout 🏋️","14 Dec 2022, 17:49","14 Dec 2022, 19:20","","Behind the Back Bicep Wrist Curl (Barbell)",,"",1,"normal",15,10,,,
"Evening workout 🏋️","14 Dec 2022, 17:49","14 Dec 2022, 19:20","","Behind the Back Bicep Wrist Curl (Barbell)",,"",2,"normal",15,10,,,
"Evening workout 🏋️","14 Dec 2022, 17:49","14 Dec 2022, 19:20","","Behind the Back Bicep Wrist Curl (Barbell)",,"",3,"normal",15,10,,,
"Evening workout 🏋️","14 Dec 2022, 17:49","14 Dec 2022, 19:20","","Behind the Back Bicep Wrist Curl (Barbell)",,"",4,"normal",15,10,,,
"Evening workout 🏋️","14 Dec 2022, 17:49","14 Dec 2022, 19:20","","Behind the Back Bicep Wrist Curl (Barbell)",,"",5,"normal",15,10,,,
"Afternoon workout 💪","13 Dec 2022, 17:50","13 Dec 2022, 18:12","","Pull Up",,"",0,"normal",,6,,,
"Afternoon workout 💪","13 Dec 2022, 17:50","13 Dec 2022, 18:12","","Pull Up",,"",1,"normal",,5,,,
"Afternoon workout 💪","13 Dec 2022, 17:50","13 Dec 2022, 18:12","","Pull Up",,"",2,"normal",,5,,,
"Afternoon workout 💪","13 Dec 2022, 17:50","13 Dec 2022, 18:12","","Pull Up",,"",3,"normal",,4,,,
"Afternoon workout 💪","13 Dec 2022, 17:50","13 Dec 2022, 18:12","","Close Reverse Grip Pull Up",,"",0,"normal",,7,,,
"Afternoon workout 💪","13 Dec 2022, 17:50","13 Dec 2022, 18:12","","Close Reverse Grip Pull Up",,"",1,"normal",,6,,,
"Afternoon workout 💪","13 Dec 2022, 17:50","13 Dec 2022, 18:12","","Close Reverse Grip Pull Up",,"",2,"normal",,6,,,
"Afternoon workout 💪","13 Dec 2022, 17:50","13 Dec 2022, 18:12","","Close Reverse Grip Pull Up",,"",3,"normal",,5,,,
"Afternoon workout 💪","13 Dec 2022, 17:50","13 Dec 2022, 18:12","","Pull Up",,"Reverse Grip",0,"normal",,5,,,
"Afternoon workout 💪","13 Dec 2022, 17:50","13 Dec 2022, 18:12","","Pull Up",,"Reverse Grip",1,"normal",,5,,,
"Afternoon workout 💪","13 Dec 2022, 17:50","13 Dec 2022, 18:12","","Pull Up",,"Reverse Grip",2,"normal",,4,,,
"Afternoon workout 💪","13 Dec 2022, 17:50","13 Dec 2022, 18:12","","Pull Up",,"Reverse Grip",3,"normal",,4,,,
"Afternoon workout 💪","13 Dec 2022, 17:50","13 Dec 2022, 18:12","","Push Up",,"",0,"normal",,30,,,
"Afternoon workout 💪","13 Dec 2022, 17:50","13 Dec 2022, 18:12","","Push Up",,"",1,"normal",,20,,,
"Morning workout ☀️","29 Nov 2022, 09:58","29 Nov 2022, 11:21","","Push Up",,"",0,"normal",,35,,,
"Morning workout ☀️","29 Nov 2022, 09:58","29 Nov 2022, 11:21","","Push Up",,"",1,"normal",,25,,,
"Morning workout ☀️","29 Nov 2022, 09:58","29 Nov 2022, 11:21","","Bench Press (Barbell)",,"",0,"normal",40,10,,,
"Morning workout ☀️","29 Nov 2022, 09:58","29 Nov 2022, 11:21","","Bench Press (Barbell)",,"",1,"normal",40,10,,,
"Morning workout ☀️","29 Nov 2022, 09:58","29 Nov 2022, 11:21","","Bench Press (Barbell)",,"",2,"normal",60,6,,,
"Morning workout ☀️","29 Nov 2022, 09:58","29 Nov 2022, 11:21","","Bench Press (Barbell)",,"",3,"normal",60,5,,,
"Morning workout ☀️","29 Nov 2022, 09:58","29 Nov 2022, 11:21","","Bench Press (Barbell)",,"",4,"normal",65,3,,,
"Morning workout ☀️","29 Nov 2022, 09:58","29 Nov 2022, 11:21","","Bench Press (Barbell)",,"",5,"normal",65,3,,,
"Morning workout ☀️","29 Nov 2022, 09:58","29 Nov 2022, 11:21","","Lateral Raise (Dumbbell)",,"",0,"normal",15,15,,,
"Morning workout ☀️","29 Nov 2022, 09:58","29 Nov 2022, 11:21","","Lateral Raise (Dumbbell)",,"",1,"normal",15,15,,,
"Morning workout ☀️","29 Nov 2022, 09:58","29 Nov 2022, 11:21","","Lateral Raise (Dumbbell)",,"",2,"normal",15,15,,,
"Morning workout ☀️","29 Nov 2022, 09:58","29 Nov 2022, 11:21","","Incline Bench Press (Dumbbell)",,"",0,"normal",40,10,,,
"Morning workout ☀️","29 Nov 2022, 09:58","29 Nov 2022, 11:21","","Incline Bench Press (Dumbbell)",,"",1,"normal",40,7,,,
"Morning workout ☀️","29 Nov 2022, 09:58","29 Nov 2022, 11:21","","Incline Bench Press (Dumbbell)",,"",2,"normal",40,5,,,
"Morning workout ☀️","29 Nov 2022, 09:58","29 Nov 2022, 11:21","","Bicep Curl (Dumbbell)",,"",0,"normal",30,10,,,
"Morning workout ☀️","29 Nov 2022, 09:58","29 Nov 2022, 11:21","","Bicep Curl (Dumbbell)",,"",1,"normal",30,7,,,
"Morning workout ☀️","29 Nov 2022, 09:58","29 Nov 2022, 11:21","","Bicep Curl (Dumbbell)",,"",2,"normal",30,6,,,
"Morning workout ☀️","29 Nov 2022, 09:58","29 Nov 2022, 11:21","","Cross Body Hammer Curl",,"",0,"normal",12.5,10,,,
"Morning workout ☀️","29 Nov 2022, 09:58","29 Nov 2022, 11:21","","Cross Body Hammer Curl",,"",1,"normal",12.5,10,,,
"Morning workout ☀️","29 Nov 2022, 09:58","29 Nov 2022, 11:21","","Cross Body Hammer Curl",,"",2,"normal",12.5,15,,,
"Morning workout ☀️","29 Nov 2022, 09:58","29 Nov 2022, 11:21","","Triceps Extension (Dumbbell)",,"",0,"normal",20,10,,,
"Morning workout ☀️","29 Nov 2022, 09:58","29 Nov 2022, 11:21","","Triceps Extension (Dumbbell)",,"",1,"normal",20,10,,,
"Morning workout ☀️","29 Nov 2022, 09:58","29 Nov 2022, 11:21","","Triceps Extension (Dumbbell)",,"",2,"normal",22.5,8,,,
"Morning workout ☀️","29 Nov 2022, 09:58","29 Nov 2022, 11:21","","Triceps Rope Pushdown",,"",0,"normal",10.2,20,,,
"Morning workout ☀️","29 Nov 2022, 09:58","29 Nov 2022, 11:21","","Triceps Rope Pushdown",,"",1,"normal",27.2,10,,,
"Morning workout ☀️","29 Nov 2022, 09:58","29 Nov 2022, 11:21","","Triceps Pushdown",,"",0,"normal",27.2,20,,,
"Morning workout ☀️","29 Nov 2022, 09:58","29 Nov 2022, 11:21","","Triceps Pushdown",,"",1,"normal",40.8,10,,,
"Morning workout ☀️","29 Nov 2022, 09:58","29 Nov 2022, 11:21","","Triceps Pushdown",,"",2,"normal",40.8,10,,,
"Morning workout ☀️","29 Nov 2022, 09:58","29 Nov 2022, 11:21","","Triceps Pushdown",,"",3,"normal",40.8,10,,,
"Morning workout ☀️","29 Nov 2022, 09:58","29 Nov 2022, 11:21","","Bicep Curl (Cable)",,"",0,"normal",22.7,10,,,
"Morning workout ☀️","29 Nov 2022, 09:58","29 Nov 2022, 11:21","","Bicep Curl (Cable)",,"",1,"normal",22.7,10,,,
"Morning workout ☀️","29 Nov 2022, 09:58","29 Nov 2022, 11:21","","Bicep Curl (Cable)",,"",2,"normal",13.6,10,,,
"Morning workout ☀️","29 Nov 2022, 09:58","29 Nov 2022, 11:21","","Bicep Curl (Cable)",,"",3,"normal",13.6,10,,,
"Morning workout ☀️","29 Nov 2022, 09:58","29 Nov 2022, 11:21","","Bicep Curl (Cable)",,"",4,"normal",18.1,10,,,
"Morning workout ☀️","29 Nov 2022, 09:58","29 Nov 2022, 11:21","","Bicep Curl (Cable)",,"",5,"normal",18.1,10,,,
"Morning workout ☀️","29 Nov 2022, 09:58","29 Nov 2022, 11:21","","Bicep Curl (Cable)",,"",6,"normal",18.1,5,,,
"Morning workout ☀️","29 Nov 2022, 09:58","29 Nov 2022, 11:21","","Bicep Curl (Cable)",,"",7,"normal",18.1,5,,,
"Morning workout ☀️","29 Nov 2022, 09:58","29 Nov 2022, 11:21","","Upright Row (Cable)",,"",0,"normal",18.1,10,,,
"Morning workout ☀️","29 Nov 2022, 09:58","29 Nov 2022, 11:21","","Upright Row (Cable)",,"",1,"normal",18.1,10,,,
"Morning workout ☀️","29 Nov 2022, 09:58","29 Nov 2022, 11:21","","Triceps Extension (Cable)",,"",0,"normal",13.6,10,,,
"Morning workout ☀️","29 Nov 2022, 09:58","29 Nov 2022, 11:21","","Triceps Extension (Cable)",,"",1,"normal",13.6,10,,,
"Morning workout ☀️","29 Nov 2022, 09:58","29 Nov 2022, 11:21","","Triceps Extension (Cable)",,"",2,"normal",13.6,6,,,
"Morning workout ☀️","29 Nov 2022, 09:58","29 Nov 2022, 11:21","","Triceps Extension (Cable)",,"",3,"normal",13.6,6,,,
"Morning workout ☀️","29 Nov 2022, 09:58","29 Nov 2022, 11:21","","Single Arm Cable Crossover",,"",0,"normal",13.6,10,,,
"Morning workout ☀️","29 Nov 2022, 09:58","29 Nov 2022, 11:21","","Single Arm Cable Crossover",,"",1,"normal",13.6,10,,,
"Morning workout ☀️","29 Nov 2022, 09:58","29 Nov 2022, 11:21","","Single Arm Cable Crossover",,"",2,"normal",18.1,10,,,
"Morning workout ☀️","29 Nov 2022, 09:58","29 Nov 2022, 11:21","","Single Arm Cable Crossover",,"",3,"normal",18.1,10,,,
"Morning workout ☀️","29 Nov 2022, 09:58","29 Nov 2022, 11:21","","Single Arm Cable Crossover",,"",4,"normal",18.1,10,,,
"Morning workout ☀️","29 Nov 2022, 09:58","29 Nov 2022, 11:21","","Single Arm Cable Crossover",,"",5,"normal",18.1,10,,,
"Uper Body","26 Nov 2022, 11:12","26 Nov 2022, 12:27","","Concentration Curl",,"",0,"normal",12.5,10,,,
"Uper Body","26 Nov 2022, 11:12","26 Nov 2022, 12:27","","Concentration Curl",,"",1,"normal",12.5,10,,,
"Uper Body","26 Nov 2022, 11:12","26 Nov 2022, 12:27","","Concentration Curl",,"",2,"normal",15,10,,,
"Uper Body","26 Nov 2022, 11:12","26 Nov 2022, 12:27","","Concentration Curl",,"",3,"normal",15,10,,,
"Uper Body","26 Nov 2022, 11:12","26 Nov 2022, 12:27","","Concentration Curl",,"",4,"normal",15,6,,,
"Uper Body","26 Nov 2022, 11:12","26 Nov 2022, 12:27","","Concentration Curl",,"",5,"normal",15,6,,,
"Uper Body","26 Nov 2022, 11:12","26 Nov 2022, 12:27","","Bench Press (Dumbbell)",,"",0,"normal",50,10,,,
"Uper Body","26 Nov 2022, 11:12","26 Nov 2022, 12:27","","Bench Press (Dumbbell)",,"",1,"normal",50,6,,,
"Uper Body","26 Nov 2022, 11:12","26 Nov 2022, 12:27","","Bench Press (Dumbbell)",,"",2,"normal",50,9,,,
"Uper Body","26 Nov 2022, 11:12","26 Nov 2022, 12:27","","Bench Press (Dumbbell)",,"",3,"normal",50,7,,,
"Uper Body","26 Nov 2022, 11:12","26 Nov 2022, 12:27","","Incline Bench Press (Dumbbell)",,"",0,"normal",40,10,,,
"Uper Body","26 Nov 2022, 11:12","26 Nov 2022, 12:27","","Incline Bench Press (Dumbbell)",,"",1,"normal",40,10,,,
"Uper Body","26 Nov 2022, 11:12","26 Nov 2022, 12:27","","Incline Bench Press (Dumbbell)",,"",2,"normal",40,7,,,
"Uper Body","26 Nov 2022, 11:12","26 Nov 2022, 12:27","","Incline Bench Press (Dumbbell)",,"",3,"normal",40,9,,,
"Uper Body","26 Nov 2022, 11:12","26 Nov 2022, 12:27","","Bicep Curl (Dumbbell)",,"",0,"normal",25,10,,,
"Uper Body","26 Nov 2022, 11:12","26 Nov 2022, 12:27","","Bicep Curl (Dumbbell)",,"",1,"normal",25,10,,,
"Uper Body","26 Nov 2022, 11:12","26 Nov 2022, 12:27","","Bicep Curl (Dumbbell)",,"",2,"normal",25,8,,,
"Uper Body","26 Nov 2022, 11:12","26 Nov 2022, 12:27","","Bicep Curl (Dumbbell)",,"",3,"normal",25,5,,,
"Uper Body","26 Nov 2022, 11:12","26 Nov 2022, 12:27","","Bicep Curl (Dumbbell)",,"",4,"failure",25,8,,,
"Uper Body","26 Nov 2022, 11:12","26 Nov 2022, 12:27","","Cross Body Hammer Curl",,"",0,"normal",12.5,10,,,
"Uper Body","26 Nov 2022, 11:12","26 Nov 2022, 12:27","","Cross Body Hammer Curl",,"",1,"normal",12.5,10,,,
"Uper Body","26 Nov 2022, 11:12","26 Nov 2022, 12:27","","Cross Body Hammer Curl",,"",2,"normal",12.5,8,,,
"Uper Body","26 Nov 2022, 11:12","26 Nov 2022, 12:27","","Cross Body Hammer Curl",,"",3,"normal",12.5,6,,,
"Uper Body","26 Nov 2022, 11:12","26 Nov 2022, 12:27","","Single Arm Cable Crossover",,"",0,"normal",18.1,10,,,
"Uper Body","26 Nov 2022, 11:12","26 Nov 2022, 12:27","","Single Arm Cable Crossover",,"",1,"normal",18.1,10,,,
"Uper Body","26 Nov 2022, 11:12","26 Nov 2022, 12:27","","Single Arm Cable Crossover",,"",2,"normal",18.1,10,,,
"Uper Body","26 Nov 2022, 11:12","26 Nov 2022, 12:27","","Single Arm Cable Crossover",,"",3,"normal",18.1,10,,,
"Uper Body","26 Nov 2022, 11:12","26 Nov 2022, 12:27","","Cable Fly Crossovers",,"",0,"normal",25,10,,,
"Uper Body","26 Nov 2022, 11:12","26 Nov 2022, 12:27","","Cable Fly Crossovers",,"",1,"normal",29.4,10,,,
"Uper Body","26 Nov 2022, 11:12","26 Nov 2022, 12:27","","Cable Fly Crossovers",,"",2,"normal",25,10,,,
"Uper Body","26 Nov 2022, 11:12","26 Nov 2022, 12:27","","Cable Fly Crossovers",,"",3,"normal",29.4,10,,,
"Uper Body","26 Nov 2022, 11:12","26 Nov 2022, 12:27","","Cable Fly Crossovers",,"",4,"normal",29.4,10,,,
"Uper Body","26 Nov 2022, 11:12","26 Nov 2022, 12:27","","Cable Fly Crossovers",,"",5,"normal",29.4,10,,,
"Uper Body","26 Nov 2022, 11:12","26 Nov 2022, 12:27","","Standing Wrist Curl",,"",0,"normal",12.5,10,,,
"Uper Body","26 Nov 2022, 11:12","26 Nov 2022, 12:27","","Standing Wrist Curl",,"",1,"normal",12.5,10,,,
"Uper Body","26 Nov 2022, 11:12","26 Nov 2022, 12:27","","Standing Wrist Curl",,"",2,"normal",12.5,10,,,
"Uper Body","26 Nov 2022, 11:12","26 Nov 2022, 12:27","","Standing Wrist Curl",,"",3,"normal",12.5,10,,,
"Uper Body","26 Nov 2022, 11:12","26 Nov 2022, 12:27","","Standing Wrist Curl",,"",4,"normal",12.5,10,,,
"Uper Body","26 Nov 2022, 11:12","26 Nov 2022, 12:27","","Standing Wrist Curl",,"",5,"normal",12.5,10,,,
"Uper Body","26 Nov 2022, 11:12","26 Nov 2022, 12:27","","Standing Wrist Curl",,"",6,"normal",12.5,10,,,
"Uper Body","26 Nov 2022, 11:12","26 Nov 2022, 12:27","","Standing Wrist Curl",,"",7,"normal",12.5,10,,,
"Legs","25 Nov 2022, 18:36","25 Nov 2022, 19:48","","Squat (Barbell)",,"",0,"normal",20,10,,,
"Legs","25 Nov 2022, 18:36","25 Nov 2022, 19:48","","Squat (Barbell)",,"",1,"normal",40,10,,,
"Legs","25 Nov 2022, 18:36","25 Nov 2022, 19:48","","Squat (Barbell)",,"",2,"normal",60,10,,,
"Legs","25 Nov 2022, 18:36","25 Nov 2022, 19:48","","Squat (Barbell)",,"",3,"normal",60,10,,,
"Legs","25 Nov 2022, 18:36","25 Nov 2022, 19:48","","Squat (Barbell)",,"",4,"normal",80,10,,,
"Legs","25 Nov 2022, 18:36","25 Nov 2022, 19:48","","Squat (Barbell)",,"",5,"normal",80,10,,,
"Legs","25 Nov 2022, 18:36","25 Nov 2022, 19:48","","Squat (Barbell)",,"",6,"normal",85,10,,,
"Legs","25 Nov 2022, 18:36","25 Nov 2022, 19:48","","Squat (Barbell)",,"",7,"normal",85,10,,,
"Legs","25 Nov 2022, 18:36","25 Nov 2022, 19:48","","Squat (Barbell)",,"",8,"normal",85,10,,,
"Legs","25 Nov 2022, 18:36","25 Nov 2022, 19:48","","Squat (Barbell)",,"",9,"normal",80,10,,,
"Legs","25 Nov 2022, 18:36","25 Nov 2022, 19:48","","Squat (Barbell)",,"",10,"normal",60,10,,,
"Legs","25 Nov 2022, 18:36","25 Nov 2022, 19:48","","Squat (Barbell)",,"",11,"normal",40,20,,,
"Legs","25 Nov 2022, 18:36","25 Nov 2022, 19:48","","Romanian Deadlift (Dumbbell)",,"",0,"normal",40,10,,,
"Legs","25 Nov 2022, 18:36","25 Nov 2022, 19:48","","Romanian Deadlift (Dumbbell)",,"",1,"normal",40,10,,,
"Legs","25 Nov 2022, 18:36","25 Nov 2022, 19:48","","Romanian Deadlift (Dumbbell)",,"",2,"normal",40,10,,,
"Legs","25 Nov 2022, 18:36","25 Nov 2022, 19:48","","Bulgarian Split Squat",,"",0,"normal",25,10,,,
"Legs","25 Nov 2022, 18:36","25 Nov 2022, 19:48","","Bulgarian Split Squat",,"",1,"normal",25,10,,,
"Legs","25 Nov 2022, 18:36","25 Nov 2022, 19:48","","Bulgarian Split Squat",,"",2,"normal",25,10,,,
"Legs","25 Nov 2022, 18:36","25 Nov 2022, 19:48","","Bulgarian Split Squat",,"",3,"normal",25,10,,,
"Legs","25 Nov 2022, 18:36","25 Nov 2022, 19:48","","Bulgarian Split Squat",,"",4,"normal",25,10,,,
"Legs","25 Nov 2022, 18:36","25 Nov 2022, 19:48","","Bulgarian Split Squat",,"",5,"normal",25,10,,,
"Legs","25 Nov 2022, 18:36","25 Nov 2022, 19:48","","Leg Extension (Machine)",,"",0,"normal",66,10,,,
"Legs","25 Nov 2022, 18:36","25 Nov 2022, 19:48","","Leg Extension (Machine)",,"",1,"normal",39,10,,,
"Legs","25 Nov 2022, 18:36","25 Nov 2022, 19:48","","Leg Extension (Machine)",,"",2,"normal",39,8,,,
"Legs","25 Nov 2022, 18:36","25 Nov 2022, 19:48","","Leg Extension (Machine)",,"",3,"normal",66,7,,,
"Legs","25 Nov 2022, 18:36","25 Nov 2022, 19:48","","Leg Extension (Machine)",,"",4,"normal",45,10,,,
"Legs","25 Nov 2022, 18:36","25 Nov 2022, 19:48","","Seated Leg Curl (Machine)",,"",0,"normal",39,10,,,
"Legs","25 Nov 2022, 18:36","25 Nov 2022, 19:48","","Seated Leg Curl (Machine)",,"",1,"normal",39,10,,,
"Legs","25 Nov 2022, 18:36","25 Nov 2022, 19:48","","Seated Leg Curl (Machine)",,"",2,"failure",73,10,,,
"Legs","25 Nov 2022, 18:36","25 Nov 2022, 19:48","","Standing Calf Raise (Dumbbell)",,"",0,"normal",20,20,,,
"Legs","25 Nov 2022, 18:36","25 Nov 2022, 19:48","","Standing Calf Raise (Dumbbell)",,"",1,"normal",20,20,,,
"Legs","25 Nov 2022, 18:36","25 Nov 2022, 19:48","","Standing Calf Raise (Dumbbell)",,"",2,"normal",20,20,,,
"Back","24 Nov 2022, 18:22","24 Nov 2022, 20:00","","Push Up",,"",0,"normal",,35,,,
"Back","24 Nov 2022, 18:22","24 Nov 2022, 20:00","","Pull Up",,"",0,"normal",,5,,,
"Back","24 Nov 2022, 18:22","24 Nov 2022, 20:00","","Pull Up",,"",1,"normal",,4,,,
"Back","24 Nov 2022, 18:22","24 Nov 2022, 20:00","","Pull Up",,"",2,"normal",,3,,,
"Back","24 Nov 2022, 18:22","24 Nov 2022, 20:00","","Pull Up",,"",3,"normal",,2,,,
"Back","24 Nov 2022, 18:22","24 Nov 2022, 20:00","","Pull Up",,"",4,"normal",,1,,,
"Back","24 Nov 2022, 18:22","24 Nov 2022, 20:00","","Lat Pulldown (Cable)",,"Close grip",0,"normal",45,10,,,
"Back","24 Nov 2022, 18:22","24 Nov 2022, 20:00","","Lat Pulldown (Cable)",,"Close grip",1,"normal",45,10,,,
"Back","24 Nov 2022, 18:22","24 Nov 2022, 20:00","","Lat Pulldown (Cable)",,"Close grip",2,"normal",45,10,,,
"Back","24 Nov 2022, 18:22","24 Nov 2022, 20:00","","Lat Pulldown (Cable)",,"Close grip",3,"normal",45,10,,,
"Back","24 Nov 2022, 18:22","24 Nov 2022, 20:00","","Shrug (Dumbbell)",,"",0,"normal",45,10,,,
"Back","24 Nov 2022, 18:22","24 Nov 2022, 20:00","","Shrug (Dumbbell)",,"",1,"normal",45,10,,,
"Back","24 Nov 2022, 18:22","24 Nov 2022, 20:00","","Shrug (Dumbbell)",,"",2,"normal",45,10,,,
"Back","24 Nov 2022, 18:22","24 Nov 2022, 20:00","","Shrug (Dumbbell)",,"",3,"normal",45,10,,,
"Back","24 Nov 2022, 18:22","24 Nov 2022, 20:00","","Triceps Extension (Dumbbell)",,"",0,"normal",20,17,,,
"Back","24 Nov 2022, 18:22","24 Nov 2022, 20:00","","Triceps Extension (Dumbbell)",,"",1,"normal",20,9,,,
"Back","24 Nov 2022, 18:22","24 Nov 2022, 20:00","","Triceps Extension (Dumbbell)",,"",2,"normal",20,10,,,
"Back","24 Nov 2022, 18:22","24 Nov 2022, 20:00","","Triceps Extension (Dumbbell)",,"",3,"normal",20,6,,,
"Back","24 Nov 2022, 18:22","24 Nov 2022, 20:00","","Bent Over Row (Dumbbell)",,"",0,"normal",40,10,,,
"Back","24 Nov 2022, 18:22","24 Nov 2022, 20:00","","Bent Over Row (Dumbbell)",,"",1,"normal",45,10,,,
"Back","24 Nov 2022, 18:22","24 Nov 2022, 20:00","","Bent Over Row (Dumbbell)",,"",2,"normal",45,10,,,
