"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Chest and tricep","28 May 2025, 09:08","28 May 2025, 10:23","@sofiatorrado","Bench Press (Barbell)",,"",0,"warmup",20,20,,,
"Chest and tricep","28 May 2025, 09:08","28 May 2025, 10:23","@sofiatorrado","Bench Press (Barbell)",,"",1,"warmup",40,12,,,
"Chest and tricep","28 May 2025, 09:08","28 May 2025, 10:23","@sofiatorrado","Bench Press (Barbell)",,"",2,"warmup",60,8,,,
"Chest and tricep","28 May 2025, 09:08","28 May 2025, 10:23","@sofiatorrado","Bench Press (Barbell)",,"",3,"normal",75,6,,,
"Chest and tricep","28 May 2025, 09:08","28 May 2025, 10:23","@sofiatorrado","Bench Press (Barbell)",,"",4,"normal",75,6,,,
"Chest and tricep","28 May 2025, 09:08","28 May 2025, 10:23","@sofiatorrado","Bench Press (Barbell)",,"",5,"normal",75,6,,,
"Chest and tricep","28 May 2025, 09:08","28 May 2025, 10:23","@sofiatorrado","Incline Bench Press (Dumbbell)",,"",0,"normal",55,7,,,
"Chest and tricep","28 May 2025, 09:08","28 May 2025, 10:23","@sofiatorrado","Incline Bench Press (Dumbbell)",,"",1,"normal",55,5,,,
"Chest and tricep","28 May 2025, 09:08","28 May 2025, 10:23","@sofiatorrado","Incline Bench Press (Dumbbell)",,"",2,"normal",55,6,,,
"Chest and tricep","28 May 2025, 09:08","28 May 2025, 10:23","@sofiatorrado","Shoulder Press (Dumbbell)",,"",0,"normal",35,10,,,
"Chest and tricep","28 May 2025, 09:08","28 May 2025, 10:23","@sofiatorrado","Shoulder Press (Dumbbell)",,"",1,"normal",35,10,,,
"Chest and tricep","28 May 2025, 09:08","28 May 2025, 10:23","@sofiatorrado","Shoulder Press (Dumbbell)",,"",2,"normal",35,8,,,
"Chest and tricep","28 May 2025, 09:08","28 May 2025, 10:23","@sofiatorrado","Butterfly (Pec Deck)",,"",0,"normal",55,12,,,
"Chest and tricep","28 May 2025, 09:08","28 May 2025, 10:23","@sofiatorrado","Butterfly (Pec Deck)",,"",1,"normal",57.5,12,,,
"Chest and tricep","28 May 2025, 09:08","28 May 2025, 10:23","@sofiatorrado","Butterfly (Pec Deck)",,"",2,"normal",65,5,,,
"Chest and tricep","28 May 2025, 09:08","28 May 2025, 10:23","@sofiatorrado","Butterfly (Pec Deck)",,"",3,"normal",57.5,3,,,
"Chest and tricep","28 May 2025, 09:08","28 May 2025, 10:23","@sofiatorrado","Triceps Pushdown",,"",0,"normal",26.25,12,,,
"Chest and tricep","28 May 2025, 09:08","28 May 2025, 10:23","@sofiatorrado","Triceps Pushdown",,"",1,"normal",28.75,8,,,
"Chest and tricep","28 May 2025, 09:08","28 May 2025, 10:23","@sofiatorrado","Triceps Pushdown",,"",2,"normal",26.25,10,,,
"Chest and tricep","28 May 2025, 09:08","28 May 2025, 10:23","@sofiatorrado","Triceps Extension (Cable)",,"",0,"normal",18.75,8,,,
"Chest and tricep","28 May 2025, 09:08","28 May 2025, 10:23","@sofiatorrado","Triceps Extension (Cable)",,"",1,"normal",18.75,8,,,
"Chest and tricep","28 May 2025, 09:08","28 May 2025, 10:23","@sofiatorrado","Triceps Extension (Cable)",,"",2,"normal",18.75,8,,,
"Chest and tricep","28 May 2025, 09:08","28 May 2025, 10:23","@sofiatorrado","Lateral Raise (Dumbbell)",,"",0,"normal",15,12,,,
"Chest and tricep","28 May 2025, 09:08","28 May 2025, 10:23","@sofiatorrado","Lateral Raise (Dumbbell)",,"",1,"normal",15,12,,,
"Chest and tricep","28 May 2025, 09:08","28 May 2025, 10:23","@sofiatorrado","Lateral Raise (Cable)",,"",0,"normal",3.75,12,,,
"Chest and tricep","28 May 2025, 09:08","28 May 2025, 10:23","@sofiatorrado","Lateral Raise (Cable)",,"",1,"normal",3.75,12,,,
"Chest and tricep","28 May 2025, 09:08","28 May 2025, 10:23","@sofiatorrado","Lateral Raise (Cable)",,"",2,"normal",3.75,12,,,
"Chest and tricep","28 May 2025, 09:08","28 May 2025, 10:23","@sofiatorrado","Lateral Raise (Cable)",,"",3,"normal",3.75,12,,,
"Legs","27 May 2025, 12:46","27 May 2025, 14:03","@elisabetsvavars","Squat (Barbell)",,"trying different  form",0,"warmup",20,12,,,
"Legs","27 May 2025, 12:46","27 May 2025, 14:03","@elisabetsvavars","Squat (Barbell)",,"trying different  form",1,"warmup",60,12,,,
"Legs","27 May 2025, 12:46","27 May 2025, 14:03","@elisabetsvavars","Squat (Barbell)",,"trying different  form",2,"warmup",80,8,,,
"Legs","27 May 2025, 12:46","27 May 2025, 14:03","@elisabetsvavars","Squat (Barbell)",,"trying different  form",3,"normal",100,8,,,
"Legs","27 May 2025, 12:46","27 May 2025, 14:03","@elisabetsvavars","Squat (Barbell)",,"trying different  form",4,"normal",120,4,,,
"Legs","27 May 2025, 12:46","27 May 2025, 14:03","@elisabetsvavars","Squat (Barbell)",,"trying different  form",5,"normal",120,4,,,
"Legs","27 May 2025, 12:46","27 May 2025, 14:03","@elisabetsvavars","Squat (Barbell)",,"trying different  form",6,"normal",100,8,,,
"Legs","27 May 2025, 12:46","27 May 2025, 14:03","@elisabetsvavars","Leg Extension (Machine)",,"",0,"normal",80,12,,,
"Legs","27 May 2025, 12:46","27 May 2025, 14:03","@elisabetsvavars","Leg Extension (Machine)",,"",1,"normal",80,12,,,
"Legs","27 May 2025, 12:46","27 May 2025, 14:03","@elisabetsvavars","Leg Extension (Machine)",,"",2,"normal",85,12,,,
"Legs","27 May 2025, 12:46","27 May 2025, 14:03","@elisabetsvavars","Standing Leg Curls",,"",0,"normal",25,12,,,
"Legs","27 May 2025, 12:46","27 May 2025, 14:03","@elisabetsvavars","Standing Leg Curls",,"",1,"normal",25,12,,,
"Legs","27 May 2025, 12:46","27 May 2025, 14:03","@elisabetsvavars","Standing Leg Curls",,"",2,"normal",25,12,,,
"Legs","27 May 2025, 12:46","27 May 2025, 14:03","@elisabetsvavars","Standing Leg Curls",,"",3,"normal",25,12,,,
"Legs","27 May 2025, 12:46","27 May 2025, 14:03","@elisabetsvavars","Standing Leg Curls",,"",4,"normal",25,12,,,
"Legs","27 May 2025, 12:46","27 May 2025, 14:03","@elisabetsvavars","Standing Leg Curls",,"",5,"normal",25,12,,,
"Back and Bicep (DeadLift)","26 May 2025, 09:20","26 May 2025, 10:55","@elisabetsvavars","Deadlift (Barbell)",,"",0,"warmup",20,8,,,
"Back and Bicep (DeadLift)","26 May 2025, 09:20","26 May 2025, 10:55","@elisabetsvavars","Deadlift (Barbell)",,"",1,"warmup",60,6,,,
"Back and Bicep (DeadLift)","26 May 2025, 09:20","26 May 2025, 10:55","@elisabetsvavars","Deadlift (Barbell)",,"",2,"normal",100,3,,,
"Back and Bicep (DeadLift)","26 May 2025, 09:20","26 May 2025, 10:55","@elisabetsvavars","Deadlift (Barbell)",,"",3,"normal",130,1,,,
"Back and Bicep (DeadLift)","26 May 2025, 09:20","26 May 2025, 10:55","@elisabetsvavars","Deadlift (Barbell)",,"",4,"normal",130,1,,,
"Back and Bicep (DeadLift)","26 May 2025, 09:20","26 May 2025, 10:55","@elisabetsvavars","Deadlift (Barbell)",,"",5,"normal",150,1,,,
"Back and Bicep (DeadLift)","26 May 2025, 09:20","26 May 2025, 10:55","@elisabetsvavars","Iso-Lateral Low Row",,"",0,"warmup",30,12,,,
"Back and Bicep (DeadLift)","26 May 2025, 09:20","26 May 2025, 10:55","@elisabetsvavars","Iso-Lateral Low Row",,"",1,"normal",70,12,,,
"Back and Bicep (DeadLift)","26 May 2025, 09:20","26 May 2025, 10:55","@elisabetsvavars","Iso-Lateral Low Row",,"",2,"normal",70,8,,,
"Back and Bicep (DeadLift)","26 May 2025, 09:20","26 May 2025, 10:55","@elisabetsvavars","Iso-Lateral Low Row",,"",3,"normal",70,11,,,
"Back and Bicep (DeadLift)","26 May 2025, 09:20","26 May 2025, 10:55","@elisabetsvavars","Lat Pulldown (Cable)",,"",0,"normal",45,15,,,
"Back and Bicep (DeadLift)","26 May 2025, 09:20","26 May 2025, 10:55","@elisabetsvavars","Lat Pulldown (Cable)",,"",1,"normal",70,11,,,
"Back and Bicep (DeadLift)","26 May 2025, 09:20","26 May 2025, 10:55","@elisabetsvavars","Lat Pulldown (Cable)",,"",2,"normal",70,11,,,
"Back and Bicep (DeadLift)","26 May 2025, 09:20","26 May 2025, 10:55","@elisabetsvavars","Shrug (Cable)",,"",0,"normal",27.2,12,,,
"Back and Bicep (DeadLift)","26 May 2025, 09:20","26 May 2025, 10:55","@elisabetsvavars","Shrug (Cable)",,"",1,"normal",27.2,12,,,
"Back and Bicep (DeadLift)","26 May 2025, 09:20","26 May 2025, 10:55","@elisabetsvavars","Shrug (Cable)",,"",2,"normal",27.2,12,,,
"Back and Bicep (DeadLift)","26 May 2025, 09:20","26 May 2025, 10:55","@elisabetsvavars","Rear Delt Reverse Fly (Cable)",,"",0,"normal",13.6,12,,,
"Back and Bicep (DeadLift)","26 May 2025, 09:20","26 May 2025, 10:55","@elisabetsvavars","Rear Delt Reverse Fly (Cable)",,"",1,"normal",13.6,12,,,
"Back and Bicep (DeadLift)","26 May 2025, 09:20","26 May 2025, 10:55","@elisabetsvavars","Rear Delt Reverse Fly (Cable)",,"",2,"normal",13.6,10,,,
"Back and Bicep (DeadLift)","26 May 2025, 09:20","26 May 2025, 10:55","@elisabetsvavars","Bicep Curl (Dumbbell)",,"",0,"normal",30,12,,,
"Back and Bicep (DeadLift)","26 May 2025, 09:20","26 May 2025, 10:55","@elisabetsvavars","Bicep Curl (Dumbbell)",,"",1,"normal",30,12,,,
"Back and Bicep (DeadLift)","26 May 2025, 09:20","26 May 2025, 10:55","@elisabetsvavars","Bicep Curl (Dumbbell)",,"",2,"normal",17.5,8,,,
"Back and Bicep (DeadLift)","26 May 2025, 09:20","26 May 2025, 10:55","@elisabetsvavars","Bicep Curl (Dumbbell)",,"",3,"dropset",15,6,,,
"Back and Bicep (DeadLift)","26 May 2025, 09:20","26 May 2025, 10:55","@elisabetsvavars","Hammer Curl (Dumbbell)",,"",0,"normal",12.5,24,,,
"Back and Bicep (DeadLift)","26 May 2025, 09:20","26 May 2025, 10:55","@elisabetsvavars","Hammer Curl (Dumbbell)",,"",1,"normal",12.5,24,,,
"Back and Bicep (DeadLift)","26 May 2025, 09:20","26 May 2025, 10:55","@elisabetsvavars","Hammer Curl (Dumbbell)",,"",2,"normal",25,12,,,
"Chest and tricep","24 May 2025, 09:07","24 May 2025, 10:43","@elisabetsvavars","Bench Press (Barbell)",,"",0,"warmup",20,20,,,
"Chest and tricep","24 May 2025, 09:07","24 May 2025, 10:43","@elisabetsvavars","Bench Press (Barbell)",,"",1,"warmup",40,12,,,
"Chest and tricep","24 May 2025, 09:07","24 May 2025, 10:43","@elisabetsvavars","Bench Press (Barbell)",,"",2,"warmup",50,5,,,
"Chest and tricep","24 May 2025, 09:07","24 May 2025, 10:43","@elisabetsvavars","Bench Press (Barbell)",,"",3,"warmup",60,3,,,
"Chest and tricep","24 May 2025, 09:07","24 May 2025, 10:43","@elisabetsvavars","Bench Press (Barbell)",,"",4,"normal",70,1,,,
"Chest and tricep","24 May 2025, 09:07","24 May 2025, 10:43","@elisabetsvavars","Bench Press (Barbell)",,"",5,"normal",80,1,,,
"Chest and tricep","24 May 2025, 09:07","24 May 2025, 10:43","@elisabetsvavars","Bench Press (Barbell)",,"",6,"normal",90,1,,,
"Chest and tricep","24 May 2025, 09:07","24 May 2025, 10:43","@elisabetsvavars","Bench Press (Barbell)",,"",7,"normal",70,6,,,
"Chest and tricep","24 May 2025, 09:07","24 May 2025, 10:43","@elisabetsvavars","Bench Press (Barbell)",,"",8,"normal",70,6,,,
"Chest and tricep","24 May 2025, 09:07","24 May 2025, 10:43","@elisabetsvavars","Bench Press (Barbell)",,"",9,"normal",70,6,,,
"Chest and tricep","24 May 2025, 09:07","24 May 2025, 10:43","@elisabetsvavars","Incline Bench Press (Dumbbell)",,"",0,"normal",55,7,,,
"Chest and tricep","24 May 2025, 09:07","24 May 2025, 10:43","@elisabetsvavars","Incline Bench Press (Dumbbell)",,"",1,"normal",55,5,,,
"Chest and tricep","24 May 2025, 09:07","24 May 2025, 10:43","@elisabetsvavars","Incline Bench Press (Dumbbell)",,"",2,"normal",55,5,,,
"Chest and tricep","24 May 2025, 09:07","24 May 2025, 10:43","@elisabetsvavars","Shoulder Press (Dumbbell)",,"",0,"normal",35,10,,,
"Chest and tricep","24 May 2025, 09:07","24 May 2025, 10:43","@elisabetsvavars","Shoulder Press (Dumbbell)",,"",1,"normal",35,9,,,
"Chest and tricep","24 May 2025, 09:07","24 May 2025, 10:43","@elisabetsvavars","Shoulder Press (Dumbbell)",,"",2,"normal",35,8,,,
"Chest and tricep","24 May 2025, 09:07","24 May 2025, 10:43","@elisabetsvavars","Cable Fly Crossovers",,"",0,"normal",25,12,,,
"Chest and tricep","24 May 2025, 09:07","24 May 2025, 10:43","@elisabetsvavars","Cable Fly Crossovers",,"",1,"normal",25,10,,,
"Chest and tricep","24 May 2025, 09:07","24 May 2025, 10:43","@elisabetsvavars","Cable Fly Crossovers",,"",2,"normal",27.2,7,,,
"Chest and tricep","24 May 2025, 09:07","24 May 2025, 10:43","@elisabetsvavars","Lateral Raise (Dumbbell)",,"",0,"normal",20,8,,,
"Chest and tricep","24 May 2025, 09:07","24 May 2025, 10:43","@elisabetsvavars","Lateral Raise (Dumbbell)",,"",1,"normal",20,6,,,
"Chest and tricep","24 May 2025, 09:07","24 May 2025, 10:43","@elisabetsvavars","Lateral Raise (Dumbbell)",,"",2,"normal",15,8,,,
"Chest and tricep","24 May 2025, 09:07","24 May 2025, 10:43","@elisabetsvavars","Triceps Pushdown",,"",0,"normal",32,9,,,
"Chest and tricep","24 May 2025, 09:07","24 May 2025, 10:43","@elisabetsvavars","Triceps Pushdown",,"",1,"normal",32,8,,,
"Chest and tricep","24 May 2025, 09:07","24 May 2025, 10:43","@elisabetsvavars","Triceps Pushdown",,"",2,"normal",25,11,,,
"Chest and tricep","24 May 2025, 09:07","24 May 2025, 10:43","@elisabetsvavars","Triceps Extension (Cable)",,"",0,"normal",18.75,8,,,
"Chest and tricep","24 May 2025, 09:07","24 May 2025, 10:43","@elisabetsvavars","Triceps Extension (Cable)",,"",1,"normal",23.75,6,,,
"Chest and tricep","24 May 2025, 09:07","24 May 2025, 10:43","@elisabetsvavars","Triceps Extension (Cable)",,"",2,"normal",18.75,5,,,
"Chest and tricep","24 May 2025, 09:07","24 May 2025, 10:43","@elisabetsvavars","Triceps Extension (Cable)",,"",3,"normal",13.75,3,,,
"legs","22 May 2025, 09:03","22 May 2025, 10:21","@elisabetsvavars","Squat (Barbell)",,"form training",0,"warmup",20,12,,,
"legs","22 May 2025, 09:03","22 May 2025, 10:21","@elisabetsvavars","Squat (Barbell)",,"form training",1,"warmup",60,12,,,
"legs","22 May 2025, 09:03","22 May 2025, 10:21","@elisabetsvavars","Squat (Barbell)",,"form training",2,"normal",100,8,,,
"legs","22 May 2025, 09:03","22 May 2025, 10:21","@elisabetsvavars","Squat (Barbell)",,"form training",3,"normal",100,6,,,
"legs","22 May 2025, 09:03","22 May 2025, 10:21","@elisabetsvavars","Squat (Barbell)",,"form training",4,"normal",50,12,,,
"legs","22 May 2025, 09:03","22 May 2025, 10:21","@elisabetsvavars","Squat (Barbell)",,"form training",5,"normal",60,12,,,
"legs","22 May 2025, 09:03","22 May 2025, 10:21","@elisabetsvavars","Romanian Deadlift (Barbell)",,"",0,"warmup",20,12,,,
"legs","22 May 2025, 09:03","22 May 2025, 10:21","@elisabetsvavars","Romanian Deadlift (Barbell)",,"",1,"normal",40,12,,,
"legs","22 May 2025, 09:03","22 May 2025, 10:21","@elisabetsvavars","Romanian Deadlift (Barbell)",,"",2,"normal",60,8,,,
"legs","22 May 2025, 09:03","22 May 2025, 10:21","@elisabetsvavars","Standing Leg Curls",,"",0,"normal",25,12,,,
"legs","22 May 2025, 09:03","22 May 2025, 10:21","@elisabetsvavars","Standing Leg Curls",,"",1,"normal",25,12,,,
"legs","22 May 2025, 09:03","22 May 2025, 10:21","@elisabetsvavars","Standing Leg Curls",,"",2,"normal",25,10,,,
"legs","22 May 2025, 09:03","22 May 2025, 10:21","@elisabetsvavars","Standing Leg Curls",,"",3,"normal",25,10,,,
"legs","22 May 2025, 09:03","22 May 2025, 10:21","@elisabetsvavars","Standing Leg Curls",,"",4,"normal",25,9,,,
"legs","22 May 2025, 09:03","22 May 2025, 10:21","@elisabetsvavars","Standing Leg Curls",,"",5,"normal",25,9,,,
"legs","22 May 2025, 09:03","22 May 2025, 10:21","@elisabetsvavars","Leg Extension (Machine)",,"",0,"normal",80,12,,,
"legs","22 May 2025, 09:03","22 May 2025, 10:21","@elisabetsvavars","Leg Extension (Machine)",,"",1,"normal",80,10,,,
"legs","22 May 2025, 09:03","22 May 2025, 10:21","@elisabetsvavars","Leg Extension (Machine)",,"",2,"normal",80,8,,,
"legs","22 May 2025, 09:03","22 May 2025, 10:21","@elisabetsvavars","Seated Wrist Extension (Barbell)",,"",0,"normal",15,12,,,
"legs","22 May 2025, 09:03","22 May 2025, 10:21","@elisabetsvavars","Seated Wrist Extension (Barbell)",,"",1,"normal",15,12,,,
"legs","22 May 2025, 09:03","22 May 2025, 10:21","@elisabetsvavars","Seated Wrist Extension (Barbell)",,"",2,"normal",15,12,,,
"legs","22 May 2025, 09:03","22 May 2025, 10:21","@elisabetsvavars","Seated Wrist Extension (Barbell)",,"",3,"normal",15,12,,,
"legs","22 May 2025, 09:03","22 May 2025, 10:21","@elisabetsvavars","Seated Wrist Extension (Barbell)",,"",4,"normal",15,12,,,
"legs","22 May 2025, 09:03","22 May 2025, 10:21","@elisabetsvavars","Seated Wrist Extension (Barbell)",,"",5,"normal",15,12,,,
"Back and Bicep","21 May 2025, 09:29","21 May 2025, 11:01","@elisabetsvavars","Iso-Lateral Low Row",,"",0,"warmup",30,12,,,
"Back and Bicep","21 May 2025, 09:29","21 May 2025, 11:01","@elisabetsvavars","Iso-Lateral Low Row",,"",1,"normal",70,12,,,
"Back and Bicep","21 May 2025, 09:29","21 May 2025, 11:01","@elisabetsvavars","Iso-Lateral Low Row",,"",2,"normal",70,11,,,
"Back and Bicep","21 May 2025, 09:29","21 May 2025, 11:01","@elisabetsvavars","Iso-Lateral Low Row",,"",3,"normal",70,12,,,
"Back and Bicep","21 May 2025, 09:29","21 May 2025, 11:01","@elisabetsvavars","Lat Pulldown (Cable)",,"neutral grip",0,"normal",70,11,,,
"Back and Bicep","21 May 2025, 09:29","21 May 2025, 11:01","@elisabetsvavars","Lat Pulldown (Cable)",,"neutral grip",1,"normal",70,10,,,
"Back and Bicep","21 May 2025, 09:29","21 May 2025, 11:01","@elisabetsvavars","Lat Pulldown (Cable)",,"neutral grip",2,"normal",70,10,,,
"Back and Bicep","21 May 2025, 09:29","21 May 2025, 11:01","@elisabetsvavars","Seated Cable Row - Bar Wide Grip",,"",0,"normal",60,12,,,
"Back and Bicep","21 May 2025, 09:29","21 May 2025, 11:01","@elisabetsvavars","Seated Cable Row - Bar Wide Grip",,"",1,"normal",70,10,,,
"Back and Bicep","21 May 2025, 09:29","21 May 2025, 11:01","@elisabetsvavars","Rear Delt Reverse Fly (Cable)",,"",0,"normal",13.6,12,,,
"Back and Bicep","21 May 2025, 09:29","21 May 2025, 11:01","@elisabetsvavars","Rear Delt Reverse Fly (Cable)",,"",1,"normal",13.6,12,,,
"Back and Bicep","21 May 2025, 09:29","21 May 2025, 11:01","@elisabetsvavars","Rear Delt Reverse Fly (Cable)",,"",2,"normal",15.8,8,,,
"Back and Bicep","21 May 2025, 09:29","21 May 2025, 11:01","@elisabetsvavars","Cable Crunch",,"",0,"normal",20,15,,,
"Back and Bicep","21 May 2025, 09:29","21 May 2025, 11:01","@elisabetsvavars","Cable Crunch",,"",1,"normal",25,15,,,
"Back and Bicep","21 May 2025, 09:29","21 May 2025, 11:01","@elisabetsvavars","Cable Crunch",,"",2,"normal",30,12,,,
"Back and Bicep","21 May 2025, 09:29","21 May 2025, 11:01","@elisabetsvavars","Preacher Curl (Barbell)",,"",0,"normal",22.5,10,,,
"Back and Bicep","21 May 2025, 09:29","21 May 2025, 11:01","@elisabetsvavars","Preacher Curl (Barbell)",,"",1,"normal",22.5,8,,,
"Back and Bicep","21 May 2025, 09:29","21 May 2025, 11:01","@elisabetsvavars","Preacher Curl (Barbell)",,"",2,"normal",22.5,8,,,
"Back and Bicep","21 May 2025, 09:29","21 May 2025, 11:01","@elisabetsvavars","Hammer Curl (Dumbbell)",,"",0,"normal",25,10,,,
"Back and Bicep","21 May 2025, 09:29","21 May 2025, 11:01","@elisabetsvavars","Hammer Curl (Dumbbell)",,"",1,"normal",25,12,,,
"Back and Bicep","21 May 2025, 09:29","21 May 2025, 11:01","@elisabetsvavars","Hammer Curl (Dumbbell)",,"",2,"normal",25,8,,,
"Back and Bicep","21 May 2025, 09:29","21 May 2025, 11:01","@elisabetsvavars","Bicep Curl (Dumbbell)",,"",0,"normal",15,16,,,
"Chest and tricep","20 May 2025, 08:47","20 May 2025, 10:32","@elisabetsvavars","Butterfly (Pec Deck)",,"",0,"warmup",27.5,12,,,
"Chest and tricep","20 May 2025, 08:47","20 May 2025, 10:32","@elisabetsvavars","Bench Press (Barbell)",,"",0,"warmup",20,20,,,
"Chest and tricep","20 May 2025, 08:47","20 May 2025, 10:32","@elisabetsvavars","Bench Press (Barbell)",,"",1,"warmup",40,15,,,
"Chest and tricep","20 May 2025, 08:47","20 May 2025, 10:32","@elisabetsvavars","Bench Press (Barbell)",,"",2,"warmup",60,6,,,
"Chest and tricep","20 May 2025, 08:47","20 May 2025, 10:32","@elisabetsvavars","Bench Press (Barbell)",,"",3,"normal",75,6,,,
"Chest and tricep","20 May 2025, 08:47","20 May 2025, 10:32","@elisabetsvavars","Bench Press (Barbell)",,"",4,"normal",75,6,,,
"Chest and tricep","20 May 2025, 08:47","20 May 2025, 10:32","@elisabetsvavars","Bench Press (Barbell)",,"",5,"normal",75,6,,,
"Chest and tricep","20 May 2025, 08:47","20 May 2025, 10:32","@elisabetsvavars","Incline Bench Press (Dumbbell)",,"",0,"normal",55,8,,,
"Chest and tricep","20 May 2025, 08:47","20 May 2025, 10:32","@elisabetsvavars","Incline Bench Press (Dumbbell)",,"",1,"normal",55,7,,,
"Chest and tricep","20 May 2025, 08:47","20 May 2025, 10:32","@elisabetsvavars","Incline Bench Press (Dumbbell)",,"",2,"normal",55,5,,,
"Chest and tricep","20 May 2025, 08:47","20 May 2025, 10:32","@elisabetsvavars","Shoulder Press (Dumbbell)",,"",0,"normal",35,12,,,
"Chest and tricep","20 May 2025, 08:47","20 May 2025, 10:32","@elisabetsvavars","Shoulder Press (Dumbbell)",,"",1,"normal",35,10,,,
"Chest and tricep","20 May 2025, 08:47","20 May 2025, 10:32","@elisabetsvavars","Shoulder Press (Dumbbell)",,"",2,"normal",35,8,,,
"Chest and tricep","20 May 2025, 08:47","20 May 2025, 10:32","@elisabetsvavars","Lateral Raise (Dumbbell)",,"",0,"normal",15,12,,,
"Chest and tricep","20 May 2025, 08:47","20 May 2025, 10:32","@elisabetsvavars","Lateral Raise (Dumbbell)",,"",1,"normal",15,12,,,
"Chest and tricep","20 May 2025, 08:47","20 May 2025, 10:32","@elisabetsvavars","Lateral Raise (Dumbbell)",,"",2,"normal",15,12,,,
"Chest and tricep","20 May 2025, 08:47","20 May 2025, 10:32","@elisabetsvavars","Cable Fly Crossovers",,"",0,"normal",27.2,9,,,
"Chest and tricep","20 May 2025, 08:47","20 May 2025, 10:32","@elisabetsvavars","Cable Fly Crossovers",,"",1,"normal",25,10,,,
"Chest and tricep","20 May 2025, 08:47","20 May 2025, 10:32","@elisabetsvavars","Cable Fly Crossovers",,"",2,"normal",25,10,,,
"Chest and tricep","20 May 2025, 08:47","20 May 2025, 10:32","@elisabetsvavars","Triceps Pushdown",,"",0,"normal",30,9,,,
"Chest and tricep","20 May 2025, 08:47","20 May 2025, 10:32","@elisabetsvavars","Triceps Pushdown",,"",1,"normal",25,8,,,
"Chest and tricep","20 May 2025, 08:47","20 May 2025, 10:32","@elisabetsvavars","Triceps Pushdown",,"",2,"normal",25,3,,,
"Chest and tricep","20 May 2025, 08:47","20 May 2025, 10:32","@elisabetsvavars","Triceps Extension (Cable)",,"different machines between 1st and rest of sets",0,"normal",30,8,,,
"Chest and tricep","20 May 2025, 08:47","20 May 2025, 10:32","@elisabetsvavars","Triceps Extension (Cable)",,"different machines between 1st and rest of sets",1,"normal",23.75,8,,,
"Chest and tricep","20 May 2025, 08:47","20 May 2025, 10:32","@elisabetsvavars","Triceps Extension (Cable)",,"different machines between 1st and rest of sets",2,"normal",26.25,6,,,
"Chest and tricep","20 May 2025, 08:47","20 May 2025, 10:32","@elisabetsvavars","Triceps Extension (Cable)",,"different machines between 1st and rest of sets",3,"dropset",18.75,1,,,
"Chest and tricep","20 May 2025, 08:47","20 May 2025, 10:32","@elisabetsvavars","Triceps Extension (Cable)",,"different machines between 1st and rest of sets",4,"dropset",11.25,4,,,
"Chest and tricep","20 May 2025, 08:47","20 May 2025, 10:32","@elisabetsvavars","Stretching",,"",0,"normal",,,,301,
"Legs","19 May 2025, 09:00","19 May 2025, 10:27","@elisabetsvavars","Squat (Barbell)",,"",0,"warmup",20,12,,,
"Legs","19 May 2025, 09:00","19 May 2025, 10:27","@elisabetsvavars","Squat (Barbell)",,"",1,"warmup",60,8,,,
"Legs","19 May 2025, 09:00","19 May 2025, 10:27","@elisabetsvavars","Squat (Barbell)",,"",2,"warmup",60,8,,,
"Legs","19 May 2025, 09:00","19 May 2025, 10:27","@elisabetsvavars","Squat (Barbell)",,"",3,"normal",100,8,,,
"Legs","19 May 2025, 09:00","19 May 2025, 10:27","@elisabetsvavars","Squat (Barbell)",,"",4,"normal",120,4,,,
"Legs","19 May 2025, 09:00","19 May 2025, 10:27","@elisabetsvavars","Squat (Barbell)",,"",5,"normal",100,8,,,
"Legs","19 May 2025, 09:00","19 May 2025, 10:27","@elisabetsvavars","Romanian Deadlift (Barbell)",,"",0,"normal",40,12,,,
"Legs","19 May 2025, 09:00","19 May 2025, 10:27","@elisabetsvavars","Romanian Deadlift (Barbell)",,"",1,"normal",60,8,,,
"Legs","19 May 2025, 09:00","19 May 2025, 10:27","@elisabetsvavars","Romanian Deadlift (Barbell)",,"",2,"normal",60,10,,,
"Legs","19 May 2025, 09:00","19 May 2025, 10:27","@elisabetsvavars","Leg Extension (Machine)",,"",0,"normal",80,12,,,
"Legs","19 May 2025, 09:00","19 May 2025, 10:27","@elisabetsvavars","Leg Extension (Machine)",,"",1,"normal",80,10,,,
"Legs","19 May 2025, 09:00","19 May 2025, 10:27","@elisabetsvavars","Leg Extension (Machine)",,"",2,"normal",80,10,,,
"Legs","19 May 2025, 09:00","19 May 2025, 10:27","@elisabetsvavars","Wrist Roller",0,"",0,"normal",2.5,2,,,
"Legs","19 May 2025, 09:00","19 May 2025, 10:27","@elisabetsvavars","Wrist Roller",0,"",1,"normal",2.5,2,,,
"Legs","19 May 2025, 09:00","19 May 2025, 10:27","@elisabetsvavars","Wrist Roller",0,"",2,"normal",2.5,2,,,
"Legs","19 May 2025, 09:00","19 May 2025, 10:27","@elisabetsvavars","Standing Leg Curls",0,"",0,"normal",25,12,,,
"Legs","19 May 2025, 09:00","19 May 2025, 10:27","@elisabetsvavars","Standing Leg Curls",0,"",1,"normal",25,12,,,
"Legs","19 May 2025, 09:00","19 May 2025, 10:27","@elisabetsvavars","Standing Leg Curls",0,"",2,"normal",25,10,,,
